Unidades,Nombre,#DescubreElHobby,#IngenioEstratega,#NivelExperto,#CreaConexiones,#EquipoGanador,#DuelosMemorables,#InicioRápido,#GestionaTusRecursos,#DominaElTablero,#ArteEnLaMesa,Peso_BGG,Min_Jugadores,Max_Jugadores,Tiempo_Juego,Rating_BGG,Mecanicas,Categorias,Link_BGG,BGG_ID,Columna 1,Columna 2,Columna 3,Columna 4,Columna 5,Columna 6,Columna 7
1,oriflamme,si,no,no,no,no,no,si,no,no,no,1.67,3,5,30,7.1,"Action Queue
Betting and Bluffing
Hand Management
Take That
Turn Order: Progressive",,https://boardgamegeek.com/boardgame/287084/oriflamme,287084,,,,,,,
1,Barenpark,Sí,No,no,no,no,No,No,no,no,no,1.66,2,4,45,7.3,"Grid Coverage
Modular Board
Open Drafting
Set Collection
Square Grid
Tile Placement",,https://boardgamegeek.com/boardgame/219513,219513,,,,,,,
1,Jamaica,Sí,No,no,no,no,No,No,si,no,si,1.66,2,6,60,7.1,"Dice Rolling
Hand Management
Hidden Victory Points
Race
Roll / Spin and Move
Simultaneous Action Selection
Take That
Track Movement
Turn Order: Progressive
Victory Points as a Resource",,https://boardgamegeek.com/boardgame/28023,28023,,,,,,,
1,La Dama y el tigre,si,no,no,no,no,no,si,no,no,no,1.65,1,6,20,6.3,"Auction / Bidding
Open Drafting
Set Collection
",,https://boardgamegeek.com/boardgame/222643/the-lady-and-the-tiger,222643,,,,,,,
1,BANG!,no,No,no,no,no,No,No,no,no,no,1.63,4,7,40,6.5,"Hand Management
Hidden Roles
Hot Potato
Kill Steal
Player Elimination
Take That
Team-Based Game
Variable Player Powers",,https://boardgamegeek.com/boardgame/3955,3955,,,,,,,
1,King of Tokyo Dark Edition,Sí,No,no,no,no,no,no,no,si,no,1.62,2,6,30,7.7,"Dice Rolling
King of the Hill
Open Drafting
Player Elimination
Push Your Luck",,https://boardgamegeek.com/boardgame/293141/king-of-tokyo-dark-edition,293141,,,,,,,
1,Ghost Fightin' Treasure Hunters,si,no,no,no,si,no,no,no,no,no,1.62,2,4,30,7.1,"Cooperative Game
Dice Rolling
Pick-up and Deliver
Roll / Spin and Move",,https://boardgamegeek.com/boardgame/146312/ghost-fightin-treasure-hunters,146312,,,,,,,
1,Robots: el juego,si,no,no,no,no,no,no,no,no,no,1.61,2,5,60,6.5,"Auction / Bidding
Hand Management
Set Collection
Take That",,https://boardgamegeek.com/boardgame/883/ivanhoe,883,,,,,,,
1,Patchwork,Sí,No,no,no,no,Sí,si,si,no,no,1.6,2,2,30,7.6,"
Grid Coverage
Income
Open Drafting
Rondel
Square Grid
Tile Placement
Turn Order: Stat-Based
Turn Order: Time Track
Victory Points as a Resource",,https://boardgamegeek.com/boardgame/163412,163412,,,,,,,
1,Patchwork Andino,Sí,No,no,no,no,Sí,si,si,no,no,1.6,2,2,30,7.6,"
Grid Coverage
Income
Open Drafting
Rondel
Square Grid
Tile Placement
Turn Order: Stat-Based
Turn Order: Time Track
Victory Points as a Resource",,https://boardgamegeek.com/boardgame/163412,163412,,,,,,,
1,Planet,Sí,No,,NO,NO,NO,No,NO,NO,NO,1.6,2,4,30,6.7,"Open Drafting
Tile Placement
Turn Order: Progressive",,https://boardgamegeek.com/boardgame/252981,252981,,,,,,,
1,The Little Prince: Make a planet,si,no,no,no,no,no,no,no,no,no,1.57,2,5,25,6.9,"Open Drafting
Set Collection",,https://boardgamegeek.com/boardgame/134453/the-little-prince-make-me-a-planet,134453,,,,,,,
1,Project L,Sí,No,no,no,no,No,No,no,no,si,1.56,1,4,40,7.5,"Action Points
Open Drafting
Pattern Building
Resource Queue
Solo / Solitaire Game
Tile Placement",,https://boardgamegeek.com/boardgame/260180/project-l,260180,,,,,,,
1,Unstable Unicorn NSFW,NO,SI,NO,NO,no,no,no,no,no,no,1.55,2,8,45,6.5,"Hand Management
Set Collection
Take That",,https://boardgamegeek.com/boardgame/287952/unstable-unicorns-nsfw-base-game,287952,,,,,,,
1,Yokai,si,no,no,no,no,no,si,no,no,no,1.53,2,4,15,6.6,"Communication Limits
Cooperative Game
Grid Movement
Pattern Building
",,https://boardgamegeek.com/boardgame/269146/yokai,269146,,,,,,,
1,Marea Alta,si,no,no,no,no,no,si,no,no,no,1.52,3,5,30,6.8,"Hand Management
Player Elimination
Simultaneous Action Selection
",,https://boardgamegeek.com/boardgame/1403/turn-the-tide,1403,,,,,,,
1,Camel Up (segunda edicion),Sí,No,no,si,no,No,Sí,no,no,no,1.5,3,8,45,7.6,,,https://boardgamegeek.com/boardgame/260605/camel-up-second-edition,260605,,,,,,,
1,High Society,si,no,no,no,no,no,si,no,no,no,1.48,3,5,30,7.2,"Auction / Bidding
Auction: Turn Order Until Pass
Constrained Bidding
Hand Management",,https://boardgamegeek.com/boardgame/220/high-society,220,,,,,,,
1,Lost Cities,Sí,No,No,No,No,Sí,Sí,no,no,no,1.47,2,2,30,7.3,"Hand Management
Melding and Splaying
Ordering
Push Your Luck
Score-and-Reset Game
Set Collection
",,https://boardgamegeek.com/boardgame/50,50,,,,,,,
1,Pictomania (Second Edition),Sí,No,no,no,no,No,No,no,no,no,1.47,3,6,40,7.1,"Line Drawing
Paper-and-Pencil
",,https://boardgamegeek.com/boardgame/252526/pictomania-second-edition,252526,,,,,,,
1,Océanos de papel,si,no,no,no,no,no,si,no,no,no,1.47,2,4,45,1.47,"Hand Management
Open Drafting
Push Your Luck
Score-and-Reset Game
Set Collection
Sudden Death Ending",,https://boardgamegeek.com/boardgame/367220/sea-salt-and-paper,367220,,,,,,,
1,Survive the island,si,no,no,no,no,no,no,no,si,si,1.45,2,5,45,7.4,"
Action Points
Dice Rolling
Grid Movement
Hexagon Grid
Map Reduction
Memory
Modular Board
Secret Unit Deployment
Take That",,https://boardgamegeek.com/boardgame/425428/survive-the-island,425428,,,,,,,
1,Ten,no,si,no,no,no,no,no,no,no,no,1.45,1,5,30,7,"Auction / Bidding
Auction: Once Around
Push Your Luck
Set Collection",,https://boardgamegeek.com/boardgame/335609/ten,335609,,,,,,,
1,"Hey, That's My Fish! (2003)
",si,no,no,no,no,no,si,no,no,no,1.45,2,4,20,6.7,"Grid Movement
Hexagon Grid
Map Reduction
Modular Board
Variable Set-up
",,https://boardgamegeek.com/boardgame/8203/hey-thats-my-fish,8203,,,,,,,
1,Las Vegas Royale,no,si,no,no,no,no,no,no,no,no,1.44,2,5,60,7.5,"Area Majority / Influence
Dice Rolling",,https://boardgamegeek.com/boardgame/271319/las-vegas-royale,271319,,,,,,,
1,Fantasma Blitz: Que susto,Sí,No,no,no,no,no,Sí,no,no,no,1.43,2,8,20,6.8,"Pattern Recognition
",,https://boardgamegeek.com/boardgame/197760/ghost-blitz-spooky-doo,197760,,,,,,,
1,VEGGIES,NO,NO,no,NO,NO,NO,NO,NO,NO,NO,1.43,2,4,15,6.7,"Area Majority / Influence
Layering
Pattern Building
Tile Placement",,https://boardgamegeek.com/boardgame/277410/veggies,277410,,,,,,,
1,For a crown,si,no,no,no,no,no,si,no,no,si,1.4,3,5,40,7,"Deck Construction
Hidden Victory Points
Take That
Victory Points as a Resource",,https://boardgamegeek.com/boardgame/431248/for-a-crown,431248,,,,,,,
1,Meeple Circus,si,no,no,no,no,no,si,no,no,si,1.4,2,5,45,7,"Open Drafting
Pattern Building
Push Your Luck
Real-Time
Stacking and Balancing",,https://boardgamegeek.com/boardgame/193214/meeple-circus,193214,,,,,,,
1,Bar Bestial,no,si,no,no,no,no,no,no,no,no,1.4,2,4,20,6.8,"Action Queue
Hand Management
Take That",,https://boardgamegeek.com/boardgame/165950/beasty-bar,165950,,,,,,,
1,Dive,si,no,no,no,no,no,si,no,si,si,1.39,1,4,30,6.5,"Action Points
Programmed Movement
Push Your Luck
Race
Simultaneous Action Selection
Variable Player Powers",,https://boardgamegeek.com/boardgame/304324/dive,304324,,,,,,,
1,One Night: Ultimate Werewolf,No,No,no,si,no,No,No,no,no,no,1.38,3,10,10,7,"Hidden Roles
Role Playing
Roles with Asymmetric Information
Traitor Game
Variable Player Powers
Voting",,https://boardgamegeek.com/boardgame/147949/one-night-ultimate-werewolf,147949,,,,,,,
1,Abluxxen,si,no,no,no,no,no,si,no,no,no,1.38,2,5,20,7,"Hand Management
Melding and Splaying
Move Through Deck
Open Drafting
Take That",,https://boardgamegeek.com/boardgame/153065/linko,153065,,,,,,,
1,Concept,no,no,no,si,no,no,no,no,no,no,1.38,4,12,40,6.7,"Communication Limits
Race
Team-Based Game",,https://boardgamegeek.com/boardgame/147151/concept,147151,,,,,,,
1,Dragons,si,no,no,no,no,no,si,no,no,no,1.38,3,6,60,6.4,"Open Drafting
Push Your Luck
Set Collection",,https://boardgamegeek.com/boardgame/240827/dragons,240827,,,,,,,
1,Loot sobre ruedas,si,no,no,no,no,no,si,no,no,no,1.38,2,8,20,6.3,"Card Play Conflict Resolution
Hand Management",,https://boardgamegeek.com/boardgame/770/loot,770,,,,,,,
1,7 Wonders Architects,SI,NO,no,NO,NO,NO,NO,NO,NO,NO,1.37,2,7,25,7,"Neighbor Scope
Open Drafting
Set Collection
Variable Player Powers",,https://boardgamegeek.com/boardgame/346703/7-wonders-architects,346703,,,,,,,
1,Código Seceto Duo,Sí,No,no,no,si,Sí,Sí,no,no,no,1.35,2,2,30,7.4,"Communication Limits
Cooperative Game
Memory",,https://boardgamegeek.com/boardgame/224037,224037,,,,,,,
1,Hellapagos,no,si,no,si,si,no,no,no,no,no,1.34,3,12,20,6.6,"
Lose a Turn
Player Elimination
Push Your Luck
Semi-Cooperative Game
Set Collection
Take That
Turn Order: Progressive
Voting",,https://boardgamegeek.com/boardgame/224272/hellapagos,224272,,,,,,,
1,Penguin Airlines,si,no,no,si,no,no,si,no,no,no,1.33,2,8,30,6.9,"Communication Limits
Elapsed Real Time Ending
Real-Time
Team-Based Game",,https://boardgamegeek.com/boardgame/369388/penguin-airlines,369388,,,,,,,
1,Dungeons & Drinks,si,no,no,si,no,no,si,no,no,no,1.33,2,6,45,6.3,,,https://boardgamegeek.com/boardgame/313454/dungeons-and-drinks,313454,,,,,,,
1,Saboteur,Sí,No,no,si,no,No,No,no,no,no,1.32,3,10,30,6.5,"
Hand Management
Hidden Roles
Hidden Victory Points
Map Addition
Network and Route Building
Score-and-Reset Game
Take That
Traitor Game",,https://boardgamegeek.com/boardgame/9220,9220,,,,,,,
1,un dia en las carreras ,si,no,no,si,no,no,no,no,si,si,1.31,2,9,60,7.5,"Betting and Bluffing
Dice Rolling
Real-Time
Track Movement",,https://boardgamegeek.com/boardgame/351040/ready-set-bet,,,,,,,,
1,Sushi Go Party!,NO,No,no,NO,NO,No,NO,NO,NO,NO,1.31,2,8,20,7.4,"Closed Drafting
End Game Bonuses
Hand Management
Set Collection
Simultaneous Action Selection
Variable Set-up",,https://boardgamegeek.com/boardgame/192291,192291,,,,,,,
1,"The Werewolves of Miller's Hollow (2001)
",no,no,no,no,no,no,no,no,no,no,1.31,8,18,30,6.7,"Hidden Roles
Player Elimination
Role Playing
Team-Based Game
Variable Player Powers
Voting
",,https://boardgamegeek.com/boardgame/25821/the-werewolves-of-millers-hollow,25821,,,,,,,
1,Manchas,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,1.29,1,4,30,7.1,"
Action Drafting
Contracts
Dice Rolling
Increase Value of Unchosen Resources
Push Your Luck
Race
Re-rolling and Locking
Set Collection
Variable Set-up",,https://boardgamegeek.com/boardgame/372559/spots,372559,,,,,,,
1,Panic lab,si,no,no,no,no,no,si,no,no,no,1.29,2,10,30,6,"Dice Rolling
Memory
Pattern Recognition",,https://boardgamegeek.com/boardgame/121073/panic-lab,121073,,,,,,,
1,"Soviet Kitchen Unleashed (2018)
",si,no,no,si,si,no,si,no,no,no,1.28,1,6,25,6.8,"Cooperative Game
Hand Management
Push Your Luck
",,https://boardgamegeek.com/boardgame/260407/soviet-kitchen-unleashed,260407,,,,,,,
1,Cloud City,si,no,no,no,no,no,no,no,no,no,1.28,2,4,60,6.5,"Network and Route Building
Tile Placement",,https://boardgamegeek.com/boardgame/313963/cloud-city,313963,,,,,,,
1,COYOTE,SI,NO,,NO,NO,NO,NO,NO,NO,NO,1.27,3,6,20,6.8,"Betting and Bluffing
Player Elimination",,https://boardgamegeek.com/boardgameversion/684602/spanish-edition,317981,,,,,,,
1,Codenames,Sí,No,,SI,NO,No,No,no,no,no,1.26,2,8,15,7.5,"Communication Limits
Deduction
Memory
Race
Team-Based Game",,https://boardgamegeek.com/boardgame/178900,178900,,,,,,,
1,Aventureros al Tren: New york,si,no,no,no,no,no,si,no,si,no,1.26,2,4,15,6.9,"Hand Management
Network and Route Building
Open Drafting
Set Collection",,https://boardgamegeek.com/boardgame/253284/ticket-to-ride-new-york,253284,,,,,,,
1,El Camarero,no,no,no,no,no,no,no,no,no,no,1.25,2,10,30,7.3,"Memory
",,https://boardgamegeek.com/boardgame/273657/el-camarero,273657,,,,,,,
1,draftosaurus,si,no,no,no,no,no,no,no,no,no,1.25,2,5,15,7.1,"Closed Drafting
Dice Rolling
Die Icon Resolution
Set Collection
Simultaneous Action Selection",,https://boardgamegeek.com/boardgame/264055/draftosaurus,264055,,,,,,,
1,kienparake,si,no,no,si,si,no,si,no,no,no,1.25,3,8,20,6.9,"Cooperative Game
Voting",,https://boardgamegeek.com/boardgame/403128/who-the-fck,403128,,,,,,,
1,Lusitania,si,no,no,no,no,no,si,no,no,no,1.25,2,4,20,6.9,"Hand Management
Open Drafting
Set Collection",,https://boardgamegeek.com/boardgame/228409/lusitania,228409,,,,,,,
1,"Alcachofas, No Gracias",si,no,no,no,no,no,si,no,no,no,1.25,2,4,20,6.6,"Deck, Bag, and Pool Building
Open Drafting
Race",,https://boardgamegeek.com/boardgame/302260/abandon-all-artichokes,302260,,,,,,,
1,Codenames: Pictures,Sí,No,no,Sí,no,No,No,no,no,no,1.24,2,8,15,7.2,"Communication Limits
Memory
Team-Based Game",,https://boardgamegeek.com/boardgame/198773,198773,,,,,,,
1,Kingdomino,Sí,No,no,no,no,no,Sí,no,no,no,1.23,2,4,25,7.3,"Enclosure
Open Drafting
Tile Placement
Turn Order: Claim Action",,https://boardgamegeek.com/boardgame/204583,204583,,,,,,,
1,Dany,si,no,no,si,no,no,no,no,no,no,1.23,3,8,30,6.8,"Hidden Roles
Team-Based Game
",,https://boardgamegeek.com/boardgame/265381/dany,265381,,,,,,,
1,Spyfall,Sí,no,no,si,no,no,si,no,no,no,1.23,3,8,15,6.7,"
Acting
Communication Limits
Memory
Role Playing
Roles with Asymmetric Information
Targeted Clues
Traitor Game
Voting",,https://boardgamegeek.com/boardgame/166384/spyfall,166384,,,,,,,
1,Golpe de Fe + Cataclismo Expa,si,no,no,no,no,no,no,no,si,no,1.22,2,5,40,7.3,"Area Majority / Influence
Flicking
Variable Player Powers
Voting",,https://boardgamegeek.com/boardgame/281194/flick-of-faith,281194,,,,,,,
1,El Laberinto Mágico,si,no,no,no,no,no,si,no,no,no,1.21,2,4,30,6.8,"Dice Rolling
Grid Movement
Memory
Network and Route Building
Roll / Spin and Move",,https://boardgamegeek.com/boardgame/41916/the-magic-labyrinth,41916,,,,,,,
1,Junkart,si,no,no,si,no,no,si,no,no,si,1.2,2,6,30,7.4,"Bingo
Hand Management
I Cut, You Choose
Score-and-Reset Game
Stacking and Balancing",,https://boardgamegeek.com/boardgame/193042/junk-art,193042,,,,,,,
1,Sushi Go: Gira y Come Dim Sum,si,no,no,no,no,no,si,no,no,si,1.2,2,6,20,,"Open Drafting
Set Collection",,https://boardgamegeek.com/boardgame/392611/sushi-go-spin-some-for-dim-sum,392611,,,,,,,
1,Toma 6,si,no,no,si,no,no,si,no,no,no,1.19,1,10,45,7.6,"Hand Management
Score-and-Reset Game
Simultaneous Action Selection",,https://boardgamegeek.com/boardgame/432/take-5,432,,,,,,,
1,Dixit,si,no,no,si,no,no,si,no,no,no,1.19,3,8,30,7.2,"Race
Singing
Storytelling
Targeted Clues
Voting",,https://boardgamegeek.com/boardgame/39856/dixit,39856,,,,,,,
1,When I dream,si,no,no,si,no,no,no,no,no,no,1.19,4,10,40,6.9,"Communication Limits
Hidden Roles
Memory
Role Playing
Storytelling
Team-Based Game",,https://boardgamegeek.com/boardgame/198454/when-i-dream,198454,,,,,,,
1,Love Letter,si,no,no,no,no,no,no,no,no,no,1.18,2,4,20,7.2,"Deduction
Hand Management
Player Elimination
Score-and-Reset Game
Take That",,https://boardgamegeek.com/boardgame/129622/love-letter,129622,,,,,,,
1,"Deep Sea Adventure (2014)
",si,no,no,no,no,no,si,no,no,no,1.18,2,6,30,6.9,"Pick-up and Deliver
Push Your Luck
Roll / Spin and Move",,https://boardgamegeek.com/boardgame/169654/deep-sea-adventure,169654,,,,,,,
1,"Tough Calls: Dystopia (2020)

",si,no,no,no,no,no,no,no,no,no,1.17,3,5,60,7.3,"Role Playing
Storytelling
Voting",,https://boardgamegeek.com/boardgame/288276/tough-calls-dystopia,288276,,,,,,,
1,Dixit odyssey,si,no,no,si,no,no,si,no,no,no,1.16,3,12,30,7.4,"Storytelling
Targeted Clues
Voting",,https://boardgamegeek.com/boardgame/92828/dixit-odyssey,92828,,,,,,,
1,Unánimo,Sí,No,no,si,no,No,No,no,no,no,1.16,3,8,30,7.1,"Connections
Paper-and-Pencil",,https://boardgamegeek.com/boardgame/12157/unanimo,12157,,,,,,,
1,Age of War,si,No,no,NO,NO,NO,Sí,NO,NO,NO,1.16,2,6,20,6.4,"Dice Rolling
Die Icon Resolution
Push Your Luck
Re-rolling and Locking
Set Collection
Take That",,https://boardgamegeek.com/boardgame/28086/age-of-war,28086,,,,,,,
1,Ensalada de puntos,si,no,no,no,no,no,si,no,no,no,1.15,2,6,30,7.1,"Open Drafting
Set Collection",,https://boardgamegeek.com/boardgame/274960/point-salad,274960,,,,,,,
1,Ratón Valiente,si,no,no,no,no,si,si,no,no,no,1.14,2,2,15,6.5,"Rock-Paper-Scissors
Simultaneous Action Selection",,https://boardgamegeek.com/boardgame/112373/braverats,,,,,,,,
1,Lucky Number,Si,no,no,no,no,no,si,no,no,no,1.14,1,4,20,6.4,"Solo / Solitaire Game
Tile Placement",,https://boardgamegeek.com/boardgame/118247/lucky-numbers,118247,,,,,,,
1,No Thanks!,Sí,No,no,si,no,no,si,no,no,no,1.13,3,7,20,7.1,"Auction / Bidding
Closed Economy Auction
Push Your Luck
Score-and-Reset Game
Set Collection",,https://boardgamegeek.com/boardgame/12942,12942,,,,,,,
1,Vaca Loca,si,no,no,no,no,no,si,no,no,no,1.13,3,6,25,6.5,,,https://boardgamegeek.com/boardgame/261262/blode-kuh,261262,,,,,,,
1,"
Don't L.L.A.M.A. Dice",si,no,no,no,no,no,si,no,no,no,1.13,2,6,20,1.13,"Dice Rolling
Push Your Luck",,https://boardgamegeek.com/boardgame/325853/dont-llama-dice,325853,,,,,,,
1,So Clover,si,no,no,si,si,no,si,no,no,no,1.12,3,6,30,7.6,"Communication Limits
Cooperative Game",,https://boardgamegeek.com/boardgame/329839/so-clover,329839,,,,,,,
1,Dixit Disney,si,no,no,si,no,no,si,no,no,si,1.12,3,6,30,7.4,"Storytelling
Targeted Clues
Voting",,https://boardgamegeek.com/boardgame/381308/dixit-disney-edition,381308,,,,,,,
1,Wavelength,si,no,no,si,si,no,si,no,no,no,1.11,2,12,45,7.2,"Race
Targeted Clues
Team-Based Game",,https://boardgamegeek.com/boardgame/262543/wavelength,262543,,,,,,,
1,Qwixx,si,no,no,no,no,no,si,no,no,no,1.11,2,5,15,6.9,"Bingo
Dice Rolling
Paper-and-Pencil",,https://boardgamegeek.com/boardgame/131260/qwixx,131260,,,,,,,
1,Musa,si,no,no,si,no,no,si,no,no,no,1.11,2,12,30,6.6,"Communication Limits
Cooperative Game
Targeted Clues
Team-Based Game
Voting
",,https://boardgamegeek.com/boardgame/234396/muse,234396,,,,,,,
1,Bandido,si,no,no,si,si,no,si,no,no,no,1.11,1,4,15,6.4,"Cooperative Game
Network and Route Building
Solo / Solitaire Game
Tile Placement",,https://boardgamegeek.com/boardgame/191925/bandido,191925,,,,,,,
1,Fiesta de los muertos,si,no,no,si,si,no,si,no,no,no,1.1,4,8,15,7,"Communication Limits
Cooperative Game",,https://boardgamegeek.com/boardgame/285253/fiesta-de-los-muertos,285253,,,,,,,
1,Poquer de Bichos,si,no,no,si,no,no,si,no,no,no,1.1,2,6,20,6.8,"Hand Management
Set Collection
Single Loser Game
",,https://boardgamegeek.com/boardgame/11971/cockroach-poker,11971,,,,,,,
1,Throw Throw Burrito,si,no,no,no,no,no,si,no,no,no,1.1,2,6,15,6.3,"Real-Time
Set Collection
Take That",,https://boardgamegeek.com/boardgame/274533/throw-throw-burrito,274533,,,,,,,
1,Rhino Hero: Super Battle,no,no,no,no,no,no,si,no,no,no,1.09,2,4,20,7.2,"Dice Rolling
King of the Hill
Open Drafting
Single Loser Game
Stacking and Balancing
Three Dimensional Movement",,https://boardgamegeek.com/boardgame/218333/rhino-hero-super-battle,218333,,,,,,,
1,Supercats,si,no,no,si,no,no,si,no,no,no,1.09,3,6,15,6.3,"Rock-Paper-Scissors
Simultaneous Action Selection",,https://boardgamegeek.com/boardgame/279014,279014,,,,,,,
1,Exploding Kittens,Sí,No,no,no,no,no,Sí,no,no,no,1.08,2,5,15,6.1,"Hand Management
Hot Potato
Player Elimination
Push Your Luck
Set Collection
Take That",,https://boardgamegeek.com/boardgame/172225,172225,,,,,,,
1,Walkie Talkie,si,no,no,si,si,no,si,no,no,no,1.08,2,8,5,5.9,"Real-Time
Score-and-Reset Game
",,https://boardgamegeek.com/boardgame/351540/walkie-talkie,351540,,,,,,,
1,Masomenos,si,no,no,si,si,no,si,no,no,no,1.07,4,9,30,7.4,"Cooperative Game
Deduction
Ordering
Player Judge
Targeted Clues",,https://boardgamegeek.com/boardgame/300905/top-ten,300905,,,,,,,
1,Pistas Cruzadas,si,no,no,si,si,no,si,no,no,no,1.07,2,6,10,7.2,"Cooperative Game
Elapsed Real Time Ending
Real-Time",,https://boardgamegeek.com/boardgame/300753/cross-clues,300753,,,,,,,
1,Catapul Feud,si,no,no,no,no,si,si,no,no,si,1.07,2,2,30,7,"Events
Movement Template",,https://boardgamegeek.com/boardgame/310789/catapult-feud,310789,,,,,,,
1,Llama,si,no,no,no,no,no,si,no,no,no,1.06,2,6,20,"6,5","Hand Management
Ladder Climbing
Matching
Push Your Luck",,https://boardgamegeek.com/boardgame/266083/llama,266083,,,,,,,
1,Las Vegas Baby,si,no,no,si,no,no,si,no,no,no,1.06,5,99,40,7.4,Betting and Bluffing,,https://boardgamegeek.com/boardgame/286428/wits-and-wagers-its-vegas-baby,286428,,,,,,,
1,Eso no es un sombreror,si,no,no,si,no,no,si,no,no,no,1.06,3,8,15,7,Memory,,https://boardgamegeek.com/boardgame/375651/thats-not-a-hat,375651,,,,,,,
1,Cometas: hora de volar,si,no,no,si,si,no,si,no,no,no,1.06,2,6,10,6.9,"Cooperative Game
",,https://boardgamegeek.com/boardgame/348096/kites,348096,,,,,,,
1,Similo Myths,si,no,no,si,si,no,si,no,no,no,1.06,2,8,15,6.8,"Communication Limits
Cooperative Game
Deduction
Score-and-Reset Game
Voting",,https://boardgamegeek.com/boardgame/268620/similo,268620,,,,,,,
1,Virus,no,no,no,no,no,no,si,no,no,no,1.06,2,6,20,6.7,"Hand Management
Set Collection
Take That",,https://boardgamegeek.com/boardgame/180020/virus,180020,,,,,,,
1,Happy Salmon,si,no,no,no,no,no,si,no,no,no,1.06,3,6,8,6.7,"Real-Time
",,https://boardgamegeek.com/boardgame/194626/happy-salmon,194626,,,,,,,
1,ice cool,NO,NO,no,NO,NO,NO,SI,NO,NO,NO,1.05,2,4,30,6.8,"Area Movement
Flicking
Take That",,https://boardgamegeek.com/boardgame/177524/icecool,177524,,,,,,,
1,Los odiosos 7,si,no,no,si,no,no,si,no,no,no,1.05,3,6,25,6.4,"Communication Limits
Memory",,https://boardgamegeek.com/boardgame/186302/die-fiesen-7,186302,,,,,,,
1,Dancing Eggs,Sí,No,no,no,no,no,No,no,no,no,1.05,2,4,10,6.3,"Dice Rolling
",,https://boardgamegeek.com/boardgame/8924/dancing-eggs,8924,,,,,,,
1,Pictures,si,no,no,si,no,no,no,no,no,no,1.04,3,5,30,7.2,"Communication Limits
Deduction
Pattern Recognition",,https://boardgamegeek.com/boardgame/284108/pictures,284108,,,,,,,
1,"Taco, gato, Cabra, Queso, Pizza",si,no,no,no,no,no,si,no,no,no,1.04,2,8,30,6.5,"Interrupts
Pattern Recognition
Race
Real-Time
Speed Matching",,https://boardgamegeek.com/boardgame/253664/taco-cat-goat-cheese-pizza,253664,,,,,,,
1,Just One,Sí,No,no,si,si,No,Sí,no,no,no,1.03,3,7,30,7.6,"Communication Limits
Cooperative Game
Deduction
Score-and-Reset Game",,https://boardgamegeek.com/boardgame/254640,254640,,,,,,,
1,Illusion,Sí,No,no,no,no,no,Sí,no,no,no,1.03,2,5,15,6.7,"Pattern Recognition
",,https://boardgamegeek.com/boardgame/244995/illusion,244995,,,,,,,
1,Quien fue,si,no,no,no,no,no,si,no,no,no,1.03,3,6,15,6.6,"Memory
Single Loser Game",,https://boardgamegeek.com/boardgame/241491/who-did-it,241491,,,,,,,
1,Rhino Hero,NO,No,no,NO,NO,No,Sí,NO,NO,NO,1.02,2,5,15,6.9,"Hand Management
Lose a Turn
Score-and-Reset Game
Stacking and Balancing",,https://boardgamegeek.com/boardgame/91514,91514,,,,,,,
1,Say my name,no,no,no,no,no,no,si,no,no,no,1,4,12,90,7.6,"Acting
Memory
Team-Based Game",,https://boardgamegeek.com/boardgame/197786/say-my-name,197786,,,,,,,
1,Lapsus,si,no,no,si,si,no,si,no,no,no,1,2,8,20,7.5,"Action Timer
Cooperative Game
Deduction",,https://boardgamegeek.com/boardgame/320280/lapsus,320280,,,,,,,
1,Teletrations After Dark,si,no,no,si,no,no,si,no,no,no,1,4,8,30,7.1,"Humor
Mature / Adult
Party Game
Real-time",,https://boardgamegeek.com/boardgame/173761/telestrations-after-dark,173761,,,,,,,
1,Unanimo: Party,si,no,no,si,no,no,si,no,no,no,1,3,8,20,7.1,Party Game,,https://boardgamegeek.com/boardgame/261614/unanimo-party,261614,,,,,,,
1,Mal trago,si,no,no,si,no,no,si,no,no,no,1,4,10,20,7,"Push Your Luck
Role Playing
Take That
Voting",,https://boardgamegeek.com/boardgame/287228/mal-trago,287228,,,,,,,
1,Piles,no,no,no,no,no,no,si,no,no,no,1,2,8,10,6.9,"Matching
Set Collection
Speed Matching",,https://boardgamegeek.com/boardgame/400752/piles-a-fast-paced-free-for-all,400752,,,,,,,
1,sound box,si,no,no,si,si,no,si,no,no,no,1,4,7,45,6.9,"Acting
Communication Limits
Cooperative Game
Deduction
Real-Time",,https://boardgamegeek.com/boardgame/302876/sound-box,302876,,,,,,,
1,Catch the moon,no,no,no,si,no,no,si,no,no,si,1,1,6,20,6.8,"Dice Rolling
Stacking and Balancing",,https://boardgamegeek.com/boardgame/218129/catch-the-moon,218129,,,,,,,
1,SHIKI,si,NO,no,NO,NO,NO,SI,NO,NO,NO,1,2,5,15,6.7,,,https://boardgamegeek.com/boardgame/333953/shiki,333953,,,,,,,
1,Throw Throw Avocado,si,no,no,no,no,no,si,no,no,no,1,2,6,15,6.4,"Matching
Real-Time
Set Collection
Simultaneous Action Selection
Take That",,https://boardgamegeek.com/boardgame/340420/throw-throw-avocado,340420,,,,,,,
1,Little Secret,Si,no,no,si,no,no,si,no,no,no,1,3,9,20,6.2,"Deduction
Hidden Roles",,https://boardgamegeek.com/boardgame/367367/little-secret,367367,,,,,,,
